	Hs	Mm	Rn	Xl	Dm	Ce	Sc
137029	0	0	0	0	0	0	1
137030	0	0	0	0	0	0	1
137031	0	0	0	0	0	0	1
137032	0	0	0	0	0	0	1
137033	0	0	0	0	0	0	1
137034	0	0	0	0	0	0	1
137035	0	0	0	0	0	0	1
137036	0	0	0	0	0	0	1
137037	0	0	0	0	0	0	1
137038	0	0	0	0	0	0	1
137039	0	0	0	0	0	0	1
137040	0	0	0	0	0	0	1
137041	0	0	0	0	0	0	2
137042	0	0	0	0	0	0	1
137043	0	0	0	0	1	0	1
137044	0	0	0	0	0	0	1
137045	0	0	0	0	0	0	1
137046	0	0	0	0	0	0	1
137047	0	0	0	0	0	0	1
137048	0	0	0	0	0	0	1
137049	0	0	0	0	0	0	1
137050	0	0	0	0	0	0	1
137051	0	0	0	0	0	0	1
137052	0	0	0	0	0	0	1
137053	0	0	0	0	0	0	1
137054	0	0	0	0	0	0	1
137055	0	0	0	0	0	0	1
137056	0	0	0	0	0	0	1
137057	0	0	0	0	0	0	1
137058	0	0	0	0	0	0	1
137059	0	0	0	0	0	0	1
137060	0	0	0	0	0	0	1
137061	0	0	0	0	0	0	1
137062	0	0	0	0	0	0	1
137063	0	0	0	0	0	0	1
137064	0	0	0	0	0	0	1
137065	0	0	0	0	0	0	1
137066	0	0	0	0	0	0	1
137067	0	0	0	0	0	0	1
137068	0	0	0	0	0	0	1
137069	0	0	0	0	0	0	2
137070	0	0	0	0	0	0	1
137071	0	0	0	0	0	0	1
137072	0	0	0	0	0	0	1
137073	0	0	0	0	0	0	1
137074	0	0	0	0	0	0	1
137075	0	0	0	0	0	0	1
137076	0	0	0	0	0	0	1
137077	0	0	0	0	0	0	1
137078	0	0	0	0	0	0	1
137079	0	0	0	0	0	0	1
137080	0	0	0	0	0	0	1
137081	0	0	0	0	0	0	1
137082	0	0	0	0	0	0	1
137083	0	0	0	0	0	0	1
137084	0	0	0	0	0	0	1
137085	0	0	0	0	0	0	1
137086	0	0	0	0	0	0	1
137087	0	0	0	0	0	0	1
137088	0	0	0	0	0	0	1
137089	0	0	0	0	0	0	1
137090	0	0	0	0	0	0	1
137091	0	0	0	0	0	0	1
137092	0	0	0	0	0	0	1
137093	0	0	0	0	0	0	1
137094	0	0	0	0	0	0	1
137095	0	0	0	0	0	0	1
137096	0	0	0	0	0	0	1
137097	0	0	0	0	0	0	1
137098	0	0	0	0	0	0	1
137099	0	0	0	0	0	0	1
137100	0	0	0	0	0	0	1
137101	0	0	0	0	0	0	1
137102	0	0	0	0	0	0	1
137103	0	0	0	0	0	0	1
137104	0	0	0	0	0	0	1
137105	0	0	0	0	0	0	1
137106	0	0	0	0	0	0	1
137107	0	0	0	0	0	0	1
137108	0	0	0	0	0	0	1
137109	0	0	0	0	0	0	1
137110	0	0	0	0	0	0	1
137111	0	0	0	0	0	0	1
137112	0	0	0	0	0	0	1
137113	0	0	0	0	0	0	2
137114	0	0	0	0	0	0	1
137115	0	0	0	0	0	0	1
137116	0	0	0	0	0	0	1
137117	0	0	0	0	0	0	1
137118	0	0	0	0	0	0	1
137119	0	0	0	0	0	0	1
137120	0	0	0	0	0	0	1
137121	0	0	0	0	0	0	1
137122	0	0	0	0	0	0	1
137123	0	0	0	0	0	0	1
137124	0	0	0	0	0	0	1
137125	0	0	0	0	0	0	1
137126	0	0	0	0	0	0	1
137127	0	0	0	0	0	0	1
137128	0	0	0	0	0	0	1
137129	0	0	0	0	0	0	1
137130	0	0	0	0	0	0	1
137131	0	0	0	0	0	0	1
137132	0	0	0	0	0	0	1
137133	0	0	0	0	0	0	1
137134	0	0	0	0	0	0	1
137135	0	0	0	0	0	0	1
137136	0	0	0	0	0	0	1
137137	0	0	0	0	0	0	1
137138	0	0	0	0	0	0	1
137139	0	0	0	0	0	0	1
137140	0	0	0	0	0	0	1
137141	0	0	0	0	0	0	1
137142	0	0	0	0	0	0	1
137143	0	0	0	0	0	0	1
137144	0	0	0	0	0	0	1
137145	0	1	0	0	0	0	1
137146	0	0	0	0	0	0	1
137147	0	0	0	0	0	0	1
137148	0	0	0	0	0	0	1
137149	0	0	0	0	0	0	1
137150	0	0	0	0	0	0	1
137151	0	0	0	0	0	0	1
137152	0	0	0	0	0	0	1
137153	0	0	0	0	0	0	1
137154	0	0	0	0	0	0	1
137155	0	0	0	0	0	0	1
137156	0	0	0	0	0	0	1
137157	0	0	0	0	0	0	1
137158	0	0	0	0	0	0	1
137159	0	0	0	0	0	0	1
137160	0	0	0	0	0	0	1
137161	0	0	0	0	0	0	1
137162	0	0	0	0	0	0	1
137163	0	0	0	0	0	0	1
137164	0	0	0	0	0	0	1
137165	0	0	0	0	0	0	1
137166	0	0	0	0	0	0	1
137167	0	0	0	0	0	0	1
137168	0	0	0	0	0	0	1
137169	0	0	0	0	0	1	1
137170	0	0	0	0	0	0	1
137171	0	0	0	0	0	0	1
137172	0	0	0	0	0	0	1
137173	0	0	0	0	0	0	1
137174	1	0	0	0	0	0	1
137175	0	0	0	0	1	0	1
137176	0	0	0	0	0	0	1
137177	0	0	0	0	0	0	1
137178	0	0	0	0	0	0	1
137179	0	0	0	0	0	0	1
137180	0	0	0	0	0	0	1
137181	0	0	0	0	0	0	1
137182	0	0	1	0	0	0	1
137183	0	0	0	0	0	0	1
137184	0	0	0	0	0	0	1
137185	0	0	0	0	0	0	1
137186	0	0	0	0	0	0	1
137187	0	0	0	0	0	0	1
137188	0	0	0	0	0	0	1
137189	0	0	0	0	0	0	1
137190	0	0	0	0	0	0	1
137191	0	0	0	0	0	0	1
137192	0	0	0	0	0	0	1
137193	0	0	0	0	0	0	1
137194	0	0	0	0	0	0	1
137195	0	0	0	0	0	0	1
137196	0	0	0	0	0	0	1
137197	0	0	0	0	0	0	1
137198	0	0	0	0	0	0	1
137199	0	0	0	0	0	0	1
137200	0	0	0	0	0	0	1
137201	1	0	0	0	0	0	0
137202	1	1	1	0	0	0	0
137203	0	1	1	0	0	0	0
137204	0	1	1	0	0	0	0
137205	0	1	1	0	0	0	0
137206	0	1	1	0	0	0	0
137207	0	1	1	0	0	0	0
137208	1	3	0	0	0	0	0
137209	0	1	3	0	0	0	0
137210	0	1	1	0	0	0	0
137211	0	1	1	0	0	0	0
137212	0	1	1	0	0	0	0
137213	0	1	1	0	0	0	0
137214	0	1	1	0	0	0	0
137215	0	3	0	0	0	0	0
137216	0	2	0	0	0	0	0
137217	0	3	0	0	0	0	0
137218	0	1	0	0	0	0	0
137219	0	2	0	0	0	0	0
137220	0	1	1	0	0	0	0
137221	0	1	1	0	0	0	0
137222	0	1	1	0	0	0	0
137223	0	1	1	0	0	0	0
137224	0	1	1	0	0	0	0
137225	1	3	1	0	0	0	0
137226	0	1	1	0	0	0	0
137227	0	1	0	0	0	0	0
137228	0	1	2	0	0	0	0
137229	0	1	2	0	0	0	0
137230	0	1	1	0	0	0	0
137231	0	3	0	0	0	0	0
137232	0	1	1	0	0	0	0
137233	1	1	0	0	0	0	0
137234	0	1	1	0	0	0	0
137235	0	1	1	0	0	0	0
137236	0	1	0	1	0	0	0
137237	1	1	1	2	0	0	0
137238	0	1	1	0	0	0	0
137239	0	1	1	0	0	0	0
137240	0	1	1	0	0	0	0
137241	0	1	1	0	0	0	0
137242	0	1	1	0	0	0	0
137243	0	1	1	0	0	0	0
137244	1	1	0	1	0	0	0
137245	0	1	0	0	1	0	0
137246	0	1	1	0	0	0	0
137247	1	0	0	0	0	0	0
137248	0	1	1	0	0	0	0
137249	0	0	2	0	0	0	0
137250	0	0	2	0	0	0	0
137251	0	0	2	0	0	0	0
137252	0	0	2	0	0	0	0
137253	0	0	1	0	0	1	0
137254	0	1	1	0	0	0	0
137255	0	0	1	0	0	0	0
137256	0	1	1	0	0	0	0
137257	1	0	1	0	0	0	0
137258	1	1	1	1	1	0	0
137259	0	1	1	0	0	0	0
137260	0	1	1	0	0	0	0
137261	0	1	1	0	0	0	0
137262	0	1	1	0	0	0	0
137305	0	0	0	0	1	0	0
137308	1	0	0	0	0	0	0
137309	1	0	0	0	0	0	0
137310	1	0	0	0	0	0	0
137311	1	0	0	0	0	0	0
137312	1	0	0	0	0	0	0
137313	1	0	0	0	0	0	0
137314	0	1	1	0	0	0	0
137315	1	0	0	0	0	0	0
137316	1	1	0	0	0	0	0
137317	0	2	0	0	0	0	0
137318	0	2	1	0	0	0	0
137319	0	0	2	0	0	0	0
137320	0	0	2	0	0	0	0
137321	0	0	2	0	0	0	0
137322	0	0	2	0	1	0	0
137323	0	0	2	0	0	0	0
137324	0	1	1	0	0	0	0
137325	1	0	0	0	0	0	0
137326	1	1	1	0	0	0	0
137327	1	0	0	0	0	0	0
137328	1	0	0	0	0	0	0
137329	1	1	1	1	0	0	0
137330	0	7	0	0	0	0	0
137331	1	0	0	0	0	0	0
137332	0	0	4	0	0	0	0
137333	0	0	2	0	0	0	0
137334	1	1	1	1	0	0	0
137335	1	0	0	0	0	0	0
137336	0	1	1	0	0	0	0
137337	0	1	0	1	0	0	0
137338	0	1	2	0	0	0	0
137339	1	0	0	0	0	0	0
137340	1	0	0	0	0	0	0
137341	1	0	1	0	0	0	0
137342	1	1	1	0	0	0	0
137343	1	0	0	0	0	0	0
137344	1	1	1	0	0	0	0
137345	1	0	0	0	0	0	0
137346	1	0	0	0	0	0	0
137347	1	0	0	0	0	0	0
137348	1	1	1	0	0	0	0
137349	1	1	1	0	0	0	0
137350	1	1	1	0	0	0	0
137351	1	0	0	0	0	0	0
137352	0	1	0	0	0	0	0
137353	0	1	1	0	0	0	0
137354	0	1	0	0	0	0	0
137355	1	0	0	0	0	0	0
137356	0	0	2	0	0	0	0
137357	1	1	1	0	0	0	0
137358	1	0	0	0	0	0	0
137359	0	2	0	0	0	0	0
137360	1	0	0	0	0	0	0
137361	0	0	2	0	0	0	0
137362	0	1	0	0	0	0	0
137363	0	1	1	0	0	0	0
137364	0	1	1	0	0	0	0
137365	0	1	1	0	0	0	0
137366	0	1	1	0	0	0	0
137367	0	1	1	0	0	0	0
137368	1	0	0	0	0	0	0
137369	0	1	1	0	0	0	0
137370	0	1	1	0	1	0	0
137371	0	1	1	0	0	0	0
137372	1	1	1	0	0	0	0
137373	1	0	0	0	0	0	0
137374	1	0	0	0	0	0	0
137375	0	1	0	0	0	0	0
137376	0	1	1	0	0	0	0
137377	0	1	1	0	0	0	0
137378	0	1	1	0	0	0	0
137379	0	1	2	0	0	0	0
137380	0	1	1	0	0	0	0
137381	0	1	1	0	0	0	0
137382	0	1	0	0	0	0	0
137383	0	1	1	0	0	0	0
137384	0	1	1	0	0	0	0
137385	0	1	1	0	0	0	0
137386	0	1	0	0	0	0	0
137387	0	1	1	0	0	0	0
137388	0	1	1	0	1	0	0
137389	0	1	1	0	0	0	0
137390	0	1	1	0	0	0	0
137391	0	1	1	0	0	0	0
137392	1	1	0	0	0	0	0
137393	0	1	1	0	0	0	0
137394	0	1	2	0	0	0	0
137395	0	2	0	0	0	0	0
137396	0	1	1	0	0	0	0
137397	1	0	0	0	0	0	0
137401	1	0	0	0	0	0	0
137402	1	1	0	0	0	0	0
137403	1	0	0	0	0	0	0
137404	1	1	1	0	0	0	0
137405	0	0	1	0	0	0	0
137406	0	0	2	0	0	0	0
137407	1	0	0	0	0	0	0
137408	1	0	0	0	0	0	0
137409	1	0	0	0	0	0	0
137410	1	0	0	0	0	0	0
137411	1	0	0	0	0	0	0
137412	1	0	0	0	0	0	0
137413	1	0	0	0	0	0	0
137414	1	0	0	0	0	0	0
137415	0	0	0	0	0	0	1
137416	0	0	0	0	0	0	1
137417	0	0	0	0	0	0	1
137418	0	0	0	0	0	0	1
137419	0	0	0	0	0	0	1
137420	1	0	0	0	0	0	0
137421	1	0	0	0	0	0	0
137422	1	0	1	0	0	0	0
137423	1	0	0	0	0	0	0
137424	1	0	0	1	0	0	0
137425	0	1	3	0	0	0	0
137426	1	0	3	0	0	0	0
137434	0	0	0	1	0	0	0
137500	0	0	0	1	0	0	0
137534	0	0	1	0	0	0	0
137553	0	0	1	0	0	0	0
137555	0	0	0	1	0	0	0
137564	0	0	0	1	0	0	0
137575	0	0	0	0	1	0	0
137586	0	0	1	0	0	0	0
137602	0	0	0	1	0	0	0
137620	0	0	1	0	1	1	0
137621	0	0	0	0	0	1	0
137628	0	0	0	0	1	1	0
137631	0	1	0	0	0	0	0
137643	2	0	0	0	0	0	0
137644	1	0	0	0	0	0	0
137645	1	0	0	0	0	0	0
137646	1	1	1	0	0	0	0
137647	1	0	0	0	0	0	0
137648	1	0	0	0	0	0	0
137649	0	1	1	2	0	0	0
137650	0	1	1	0	0	0	0
137651	0	2	0	0	0	0	0
137652	0	2	0	0	0	0	0
137653	0	1	1	0	0	0	0
137654	0	0	2	0	0	0	0
137655	1	1	1	0	0	0	0
137656	0	1	1	0	0	0	0
137657	0	0	2	0	1	1	0
137658	0	0	0	0	1	0	0
137659	0	0	0	0	1	0	0
137660	0	0	0	0	3	0	0
137661	0	0	0	0	1	1	0
137662	0	0	0	0	1	0	0
137663	0	0	0	0	1	0	0
137664	0	0	0	0	1	0	0
137665	0	0	0	0	1	0	0
137666	0	0	0	0	1	0	0
137667	0	0	0	0	1	0	0
137668	0	0	0	1	1	0	0
137669	0	0	0	0	1	3	0
137670	0	0	0	0	1	0	0
137671	0	0	0	0	1	0	0
137672	0	0	0	0	1	0	0
137673	0	0	0	0	1	1	0
137674	0	0	0	0	1	0	0
137675	0	0	0	0	1	0	0
137676	0	0	0	0	1	0	0
137677	0	0	0	1	1	0	0
137678	0	0	0	0	1	0	0
137679	0	0	0	0	1	0	0
137680	0	0	0	0	2	0	0
137681	0	0	0	0	1	0	0
137682	0	0	0	0	1	0	0
137683	0	0	0	0	1	1	0
137684	1	0	0	0	0	0	0
137685	1	0	0	0	0	0	0
137686	0	0	0	0	0	17	0
137687	0	0	0	0	0	1	0
137688	0	0	0	0	0	3	0
137689	0	0	0	0	1	1	0
137690	0	0	0	1	0	4	0
137691	0	0	0	0	0	4	0
137692	0	0	0	0	0	1	0
137693	0	0	0	1	1	1	0
137694	0	0	0	0	0	4	0
137695	0	0	0	0	0	6	0
137696	0	0	0	0	0	2	0
137697	0	0	0	0	0	2	0
137698	0	0	0	1	0	1	0
137699	0	0	0	0	0	1	0
137700	0	0	0	0	0	1	0
137701	0	0	0	0	0	2	0
137702	0	0	0	0	1	1	0
137703	0	0	0	0	0	5	0
137704	0	0	0	0	0	1	0
137705	0	0	0	0	0	3	0
137706	0	0	0	0	0	2	0
137707	0	0	0	0	0	1	0
137708	0	0	0	0	1	1	0
137709	0	0	0	0	0	2	0
137710	0	0	0	1	0	1	0
137711	0	0	0	0	0	1	0
137712	0	0	0	0	1	1	0
137713	0	0	0	0	0	7	0
137714	0	0	0	0	0	3	0
137715	0	0	0	0	0	3	0
137716	0	0	0	0	1	1	0
137717	0	0	0	0	0	2	0
137718	0	0	0	0	0	4	0
137719	0	0	0	0	0	2	0
137720	0	0	0	0	0	2	0
137721	0	0	0	1	0	1	0
137722	0	0	0	1	1	1	0
137723	0	0	0	0	0	5	0
137724	0	0	0	0	1	1	0
137725	0	0	0	1	0	1	0
137726	0	0	0	0	0	2	0
137727	0	0	0	0	0	2	0
137728	0	0	0	0	0	2	0
137729	0	0	0	0	0	2	0
137730	0	0	0	0	0	2	0
137731	0	0	0	0	0	1	0
137732	0	0	0	0	0	1	0
137733	0	0	0	0	0	2	0
137734	0	0	0	0	0	2	0
137735	0	0	0	0	0	2	0
137736	0	0	0	0	0	1	0
137737	0	0	0	0	0	2	0
137738	0	0	0	0	0	2	0
137739	0	0	0	0	0	2	0
137740	0	0	0	0	0	2	0
137741	0	0	0	0	0	1	0
137742	0	0	0	1	0	2	0
137743	0	0	0	0	0	2	0
137744	0	0	0	0	0	2	0
137745	0	0	0	0	0	2	0
137746	0	0	0	0	0	2	0
137747	0	0	0	0	0	2	0
137748	1	0	1	0	0	1	0
137749	0	0	0	0	0	2	0
137750	0	0	0	1	0	1	0
137751	0	0	1	0	0	1	0
137752	0	0	0	0	1	1	0
137753	0	0	0	0	0	1	0
137754	0	0	0	0	0	1	0
137755	0	0	0	0	0	1	0
137756	0	0	0	0	0	2	0
137757	0	0	0	0	0	1	0
137758	0	0	0	0	0	7	0
137759	0	0	0	0	0	2	0
137760	0	0	0	0	0	2	0
137761	0	1	0	1	0	3	0
137762	0	0	0	0	0	2	0
137763	0	0	0	4	0	3	0
137764	0	0	0	0	0	1	0
137765	0	1	1	0	0	1	0
137766	0	0	0	0	0	15	0
137767	0	0	1	0	0	1	0
137768	0	0	0	0	0	1	0
137769	0	0	0	0	1	1	0
137770	0	1	0	0	0	1	0
137771	0	0	0	0	0	1	0
137772	0	0	0	0	1	1	0
137773	0	0	0	0	0	2	0
137774	0	0	0	0	0	2	0
137775	0	0	0	0	1	1	0
137776	0	0	0	0	0	2	0
137777	0	0	0	0	0	1	0
137778	0	0	0	0	1	1	0
137779	0	0	0	0	0	2	0
137780	0	0	0	0	0	1	0
137781	0	0	0	0	0	2	0
137782	0	0	0	0	0	2	0
137783	0	0	0	0	0	1	0
137784	0	0	0	0	0	5	0
137785	0	0	0	0	0	3	0
137786	0	0	0	0	1	1	0
137787	0	0	0	0	0	1	0
137788	0	0	0	0	1	1	0
137789	0	0	0	0	1	1	0
137790	0	0	0	0	0	2	0
137791	0	0	0	0	0	1	0
137792	0	0	0	0	0	2	0
137793	0	0	0	0	0	1	0
137794	0	0	0	0	1	1	0
137795	0	0	0	0	0	1	0
137796	0	0	0	0	0	1	0
137797	0	0	0	0	0	2	0
137798	0	0	0	0	0	1	0
137799	0	0	0	0	0	2	0
137800	0	0	0	0	1	1	0
137801	0	0	0	0	0	2	0
137802	0	0	0	0	0	2	0
137803	0	0	0	0	0	1	0
137804	0	0	0	0	0	1	0
137805	0	0	0	0	0	2	0
137806	0	0	0	0	1	1	0
137807	0	0	0	0	0	1	0
137808	0	0	0	1	0	1	0
137809	0	0	0	0	1	0	0
137810	0	0	0	0	1	0	0
137811	0	0	0	0	1	0	0
137812	0	0	0	0	1	0	0
137813	0	0	0	0	1	0	0
137814	0	0	0	0	1	0	0
137815	0	0	0	0	1	0	0
137816	0	0	0	0	1	0	0
137817	0	0	0	0	1	0	0
137818	0	0	0	0	1	0	0
137819	0	0	0	0	1	0	0
137820	0	0	0	0	1	0	0
137821	0	0	0	0	1	0	0
137822	0	0	0	0	1	0	0
137823	0	0	0	0	1	0	0
137824	0	0	0	1	1	0	0
137825	0	0	0	0	1	0	0
137826	0	0	0	0	1	0	0
137827	0	0	0	0	1	0	0
137828	0	1	1	0	1	0	0
137829	0	0	0	0	1	0	0
137830	0	0	0	0	1	0	0
137831	0	0	0	0	2	0	0
137832	0	0	0	0	2	0	0
137833	0	0	0	0	1	0	0
137834	0	0	0	0	1	0	0
137835	0	0	0	0	1	0	0
137836	0	0	0	0	1	0	0
137837	0	0	0	0	1	0	0
137838	0	0	0	0	1	0	0
137839	0	0	0	0	1	0	0
137840	0	1	0	0	1	0	0
137841	0	0	0	0	1	0	0
137842	0	0	0	0	1	0	0
137843	0	0	0	0	1	0	0
137844	0	0	0	0	1	0	0
137845	0	0	1	0	2	0	0
137846	0	0	0	0	1	0	0
137847	0	0	0	0	1	0	0
137848	0	0	2	0	0	0	0
137849	1	0	0	0	0	0	0
137850	1	0	1	0	0	0	0
137860	0	0	1	0	0	0	0
137869	1	0	0	0	0	0	0
137870	0	0	0	0	1	0	0
137871	1	0	0	0	0	0	0
137872	0	1	1	0	0	0	0
137873	1	0	0	0	0	0	0
137874	0	0	0	1	0	0	0
137875	0	0	0	1	0	0	0
137876	0	0	0	0	1	0	0
137878	0	0	0	1	0	0	0
137879	0	0	0	1	0	0	0
137880	0	0	0	1	0	0	0
137881	0	0	0	1	0	0	0
137883	0	0	0	1	0	0	0
137887	0	0	0	1	0	0	0
137891	0	0	0	1	0	0	0
137893	0	0	0	0	1	0	0
137894	0	0	0	0	1	0	0
137895	0	0	0	0	1	0	0
137896	0	0	0	0	1	0	0
137897	0	0	0	0	1	0	0
137898	0	0	0	0	2	0	0
137899	0	0	0	0	1	0	0
137900	0	0	0	0	1	0	0
137901	0	0	0	0	1	0	0
137902	0	0	0	0	1	0	0
137903	0	0	0	0	1	0	0
137904	0	0	0	0	1	0	0
137905	0	0	0	0	1	0	0
137906	0	0	0	0	1	0	0
137907	0	0	0	0	1	0	0
137908	0	0	0	0	2	0	0
137909	0	0	0	0	1	0	0
137910	0	0	0	0	1	0	0
137911	0	0	0	0	1	0	0
137912	0	0	0	0	1	0	0
137913	0	0	0	0	1	0	0
137914	0	0	0	0	1	0	0
137915	0	0	0	0	1	0	0
137916	0	0	0	0	1	0	0
137917	0	0	0	0	1	0	0
137918	0	0	0	0	1	0	0
137919	0	0	0	0	1	0	0
138083	0	0	0	0	1	0	0
138089	0	0	2	0	0	0	0
138090	0	0	2	0	0	0	0
138091	0	0	3	0	0	0	0
138092	0	1	1	0	0	0	0
138093	0	1	1	0	0	0	0
138094	0	2	0	0	0	0	0
138095	0	0	1	0	1	0	0
138096	0	0	0	0	1	0	0
138097	0	0	0	0	1	0	0
138098	0	0	0	0	1	0	0
138099	0	0	0	0	1	0	0
138100	0	0	0	0	1	0	0
138101	0	0	0	0	1	0	0
138102	0	0	0	0	1	0	0
138103	0	0	0	0	1	0	0
138104	0	0	0	0	1	0	0
138105	0	0	0	0	1	0	0
138106	0	0	0	0	1	0	0
138107	0	0	0	1	1	0	0
138108	0	0	0	0	2	0	0
138109	0	0	0	0	1	0	0
138110	0	0	0	0	1	0	0
138111	0	0	0	1	1	0	0
138112	0	0	0	0	1	0	0
138113	0	0	0	0	1	0	0
138114	0	0	0	0	1	0	0
138115	0	0	0	0	2	0	0
138116	0	0	0	0	1	0	0
138117	0	0	0	0	1	0	0
138118	0	0	0	0	2	0	0
138119	0	0	0	0	3	0	0
138120	0	0	0	0	1	0	0
138121	0	0	0	0	1	0	0
138122	0	0	0	0	1	0	0
138123	0	0	0	0	1	0	0
138124	0	0	0	0	1	0	0
138125	0	0	0	0	1	0	0
138126	0	0	0	0	1	0	0
138127	0	0	0	0	1	0	0
138128	0	0	0	0	1	0	0
138129	0	0	0	0	1	0	0
138130	0	0	0	0	2	0	0
138131	0	0	0	0	1	0	0
138132	0	0	0	0	1	0	0
138133	0	0	0	0	1	0	0
138134	0	0	0	0	1	0	0
138135	0	0	0	0	1	0	0
138136	0	0	0	0	1	0	0
138137	0	0	0	0	1	0	0
138138	0	0	0	0	2	0	0
138139	0	0	0	0	1	0	0
138140	0	0	0	0	1	0	0
138141	0	0	0	0	1	0	0
138142	0	0	0	0	1	0	0
138143	0	0	0	0	2	0	0
138144	0	0	1	0	1	0	0
138145	0	0	0	0	1	0	0
138146	0	0	0	0	1	0	0
138147	0	0	0	0	1	0	0
138148	0	0	0	0	1	0	0
138149	0	0	0	0	2	0	0
138150	0	0	0	0	1	0	0
138151	0	0	0	1	1	0	0
138152	0	0	0	0	1	0	0
138153	0	0	0	0	1	0	0
138154	0	0	0	0	2	0	0
138155	0	0	0	0	1	0	0
138156	0	0	0	0	1	0	0
138157	0	0	0	0	1	0	0
138158	0	0	0	0	1	0	0
138159	0	0	0	0	1	0	0
138160	0	0	0	0	1	0	0
138161	0	0	0	0	1	0	0
138162	0	0	0	0	1	0	0
138163	0	0	0	0	1	0	0
138164	0	0	0	0	1	0	0
138165	0	0	0	0	1	0	0
138166	0	0	0	0	2	0	0
138167	0	0	0	0	1	0	0
138168	0	0	0	0	1	0	0
138169	0	0	0	0	1	0	0
138170	0	0	0	0	2	0	0
138171	0	0	0	0	1	0	0
138172	0	0	0	0	1	0	0
138173	0	0	0	0	2	0	0
138174	0	0	0	0	2	0	0
138175	0	0	0	0	1	0	0
138176	0	0	0	0	1	0	0
138177	0	0	0	0	1	0	0
138178	0	0	0	0	1	0	0
138179	0	0	0	0	1	0	0
138180	0	0	0	0	1	0	0
138181	1	0	0	0	0	0	0
138182	1	0	0	0	0	0	0
138183	0	1	1	0	0	0	0
138184	0	1	1	0	0	0	0
138185	1	0	0	0	0	0	0
138186	1	0	0	0	0	0	0
138187	0	0	2	1	0	0	0
138188	1	0	0	0	0	0	0
138189	0	1	1	0	0	0	0
138190	0	0	0	0	1	0	0
138191	0	0	0	0	1	0	0
138192	0	0	0	0	1	0	0
138193	0	0	0	0	1	0	0
138194	0	0	0	0	1	0	0
138195	0	0	0	0	1	0	0
138196	0	0	0	1	1	0	0
138197	0	0	0	0	1	0	0
138198	0	0	0	0	1	0	0
138199	0	0	0	0	1	0	0
138200	0	0	0	0	1	0	0
138201	0	0	0	0	1	0	0
138202	0	0	0	0	1	0	0
138203	0	0	0	0	1	0	0
138204	0	0	0	0	3	0	0
138205	0	0	0	0	1	0	0
138206	0	0	0	0	1	0	0
138207	0	0	0	0	1	0	0
138208	0	0	0	0	1	0	0
138209	0	0	0	0	1	0	0
138210	0	0	0	0	1	0	0
138211	0	0	0	0	1	0	0
138212	0	0	0	0	1	0	0
138213	0	0	0	0	1	0	0
138214	0	0	0	0	1	0	0
138215	0	0	0	0	1	0	0
138216	0	0	0	0	1	0	0
138217	0	0	0	0	1	0	0
138218	0	0	0	0	1	0	0
138219	0	0	0	0	3	0	0
138220	0	0	0	0	2	0	0
138221	0	0	0	0	1	0	0
138222	0	0	0	0	1	0	0
138223	0	0	0	0	1	0	0
138224	0	0	0	0	1	0	0
138225	0	0	0	0	1	0	0
138226	0	0	0	0	1	0	0
138227	0	0	0	0	1	0	0
138228	0	0	0	0	2	0	0
138229	0	0	0	0	3	0	0
138230	0	0	0	0	1	0	0
138231	0	0	0	0	1	0	0
138232	0	0	0	0	1	1	0
138233	0	0	0	0	1	0	0
138234	0	0	0	0	1	0	0
138235	0	0	0	0	1	0	0
138236	0	0	0	0	1	0	0
138237	0	0	0	0	1	0	0
138238	0	0	0	0	1	0	0
138239	0	0	0	0	1	0	0
138240	0	0	0	0	1	0	0
138241	0	0	0	0	1	0	0
138242	0	0	0	0	1	0	0
138243	0	0	0	0	1	0	0
138244	0	0	0	0	1	0	0
138245	0	0	0	0	1	0	0
138246	0	0	0	0	1	0	0
138247	0	0	0	0	1	0	0
138248	0	0	0	0	1	0	0
138249	0	0	0	0	1	0	0
138250	0	0	0	0	1	0	0
138251	0	0	0	0	2	0	0
138252	0	0	0	1	1	0	0
138253	0	0	0	0	2	0	0
138254	0	0	0	0	1	0	0
138255	0	0	0	0	1	0	0
138256	0	0	0	0	1	0	0
138257	0	0	0	0	1	0	0
138258	0	0	0	0	1	0	0
138259	0	0	0	0	1	0	0
138260	0	0	0	0	1	0	0
138261	0	0	0	0	1	0	0
138262	0	0	0	0	1	0	0
138263	0	0	0	0	1	0	0
138264	0	0	0	0	1	0	0
138265	0	0	0	0	1	0	0
138266	0	0	0	0	1	0	0
138267	0	0	0	0	1	0	0
138268	0	0	0	0	1	0	0
138269	0	0	0	0	1	0	0
138270	0	0	0	0	1	0	0
138271	0	0	0	0	1	0	0
138272	0	0	0	0	1	0	0
138273	0	0	0	0	1	0	0
138274	0	0	0	0	1	0	0
138275	0	0	0	0	1	0	0
138276	0	0	0	0	1	0	0
138277	0	0	0	0	1	0	0
138278	0	0	0	0	1	0	0
138279	0	0	0	0	1	0	0
138280	0	0	0	0	1	0	0
138281	0	0	0	0	1	0	0
138282	0	0	0	0	1	0	0
138283	0	0	0	0	1	0	0
138284	0	0	0	0	1	0	0
138285	0	0	0	0	1	0	0
138286	0	0	0	0	1	0	0
138287	0	0	0	0	2	0	0
138288	0	0	0	0	1	0	0
138289	0	0	0	0	1	0	0
138290	0	0	0	0	2	0	0
138291	1	0	0	0	0	0	0
138292	1	0	0	0	0	0	0
138293	0	1	1	0	0	0	0
